	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED]	3298	Uncultured bacterium clone MD15c9_13400 16S ribosomal RNA gene sequence	100	20	3.26183E-23	89.59								
true	[BLASTED]	3299	Uncultured bacterium clone OTU_9821 16S ribosomal RNA gene sequence	100	20	4.90567E-19	97.24								
true	[BLASTED]	3300	Uncultured bacterium clone 1829 16S ribosomal RNA gene sequence	100	20	1.33804E-25	92.67								
true	[BLASTED, MAPPED, ANNOTATED]	3301	Uncultured prokaryote gene for urease sequence, 16S_OTU:8007	100	20	5.09282E-22	89.94	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051536	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:iron-sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3302	Haslea nusantara mitochondrion, complete genome	100	20	9.58856E-36	93.38	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3303	Cylindrotheca closterium strain CCMP1855 mitochondrion, complete genome	100	20	5.6982E-31	94.07	26	F:GO:0003735; F:GO:0003964; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006278; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:RNA-directed DNA polymerase activity; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:RNA-dependent DNA biosynthetic process; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:2.7.7; EC:7.1.1.2; EC:1.6; EC:1; EC:2.7; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:2.7.7.49; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Transferring phosphorus-containing groups; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferring phosphorus-containing groups; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; RNA-directed DNA polymerase; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	3304	Uncultured bacterium clone CP_Otu3075 16S ribosomal RNA gene sequence	100	20	4.7254E-16	93.32								
true	[BLASTED, MAPPED, ANNOTATED]	3305	Sydowia polyspora mitochondrion, complete genome	100	20	9.2362E-33	92.9	14	C:GO:0000276; F:GO:0004129; F:GO:0005507; C:GO:0005840; F:GO:0008121; F:GO:0008137; F:GO:0008289; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; C:ribosome; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3306	Sydowia polyspora mitochondrion, complete genome	100	20	2.61532E-42	96.5	14	C:GO:0000276; F:GO:0004129; F:GO:0005507; C:GO:0005840; F:GO:0008121; F:GO:0008137; F:GO:0008289; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; C:ribosome; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3307	Sydowia polyspora mitochondrion, complete genome	100	20	4.40089E-47	98.56	14	C:GO:0000276; F:GO:0004129; F:GO:0005507; C:GO:0005840; F:GO:0008121; F:GO:0008137; F:GO:0008289; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; C:ribosome; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3308	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3309	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3310	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3311	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3312	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3313	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.07283E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
